,Aff,Neg,Win
0,Greenhill CL,Washburn Rural CN,Aff
1,Montgomery Bell SJ,Johns Creek VG,Aff
2,Liberal Arts and Science LR,Dallas Highland Park BC,Neg
3,Greenhill BH,Peninsula KX,Aff
4,New Trier PH,Woodward NP,Neg
5,Melissa TN,St Mark's School of Texas GD,Aff
6,Quarry Lane AC,Greenhill MO,Aff
7,Woodward TJ,Heritage Hall HH,Aff
8,Greenhill AJ,St Mark's School of Texas TK,Neg
9,Blue Valley Southwest PC,New Trier HJ,Neg
10,Westwood BA,St Mark's School of Texas JP,Aff
11,St Mark's School of Texas BL,Little Rock Central TN,Neg
12,Westwood YS,Greenhill SB,Aff
13,Blue Valley Southwest DT,Sonoma MM,Aff
14,Heritage Hall CD,Winston Churchill MP,Neg
15,Washburn Rural CH,Sonoma BS,Aff
16,Pace EK,Montgomery Bell HM,Neg
17,Sonoma LM,New Trier HY,Neg
18,Woodward CM,Coppell SJ,Aff
19,Athens TS,Westwood GK,Neg
20,Olathe North CF,Quarry Lane AM,Aff
21,Athens RH,Coppell TB,Neg
22,Jesuit PL,Montgomery Bell RP,Aff
23,Pace MG,Liberal Arts and Science CK,Aff
24,Sonoma YK,Westwood SG,Neg
25,Westwood ST,Dallas Highland Park GZ,Neg
26,Montgomery Bell LS,Westwood SA,Neg
27,Liberal Arts and Science BV,Montgomery Bell TB,Neg
28,Montgomery Bell KF,Westwood LU,Neg
29,Liberal Arts and Science LM,Dulles CI,Aff
30,New Trier SW,Quarry Lane PS,Neg
31,Liberal Arts and Science BS,Peninsula LL,Neg
