,Aff,Neg,Win
0,Lexington WH,Bronx Science CF,Neg
1,SWW DP,McDonogh SP,Neg
2,Baltimore City PM,Bronx Science CG,Neg
3,Newark Science OO,Georgetown Day MX,Aff
4,Lexington DS,Success Academy HSLA-MANHATTAN WP,Neg
5,Calvert Hall JS,Georgetown Day WR,Neg
6,Success Academy HSLA-MANHATTAN WO,Brooklyn Technical HS Independent CR,Neg
7,BASIS DC AS,Baltimore City MW,Aff
