,Aff,Neg,Win
0,Blue Valley West BG,Blue Valley North PS,Neg
1,Hayden BA,Manhattan TW,Aff
2,Pembroke Hill JT,Blue Valley Southwest HK,Neg
3,Lansing AW,Lawrence Free State FE,Neg
4,Wichita East FS,Shawnee Mission East DS,Neg
5,Washburn Rural BH,Blue Valley Southwest PC,Neg
6,Barstow KP,Blue Valley North MM,Aff
7,Shawnee Mission West WS,Eagan SW,Aff
8,Wichita East KZ,Pembroke Hill BC,Aff
9,Eagan NM,Wichita East GL,Aff
10,Washburn Rural JK,Olathe East DG,Aff
11,Barstow TD,Blue Valley Northwest JW,Neg
12,Lawrence Free State PH,Blue Valley West VS,Neg
13,Blue Valley North LP,Washburn Rural RV,Aff
14,Park Hill South SV,Shawnee Mission South MM,Aff
15,Olathe North MM,Blue Valley North NN,Neg
16,Pembroke Hill ZM,Eagan WW,Aff
17,Shawnee Mission East PL,Blue Valley North BK,Aff
18,Lawrence Free State FW,Shawnee Mission South SB,Aff
19,Wichita East JS,Shawnee Mission South KC,Neg
20,Wichita East SZ,De Soto SC,Neg
21,Newton KN,Olathe North FC,Aff
22,Washburn Rural CN,Blue Valley Southwest DT,Aff
23,Manhattan AS,Shawnee Mission East BM,Aff
24,Blue Valley North DH,Blue Valley TH,Neg
25,Pembroke Hill WA,Washburn Rural CR,Aff
26,Shawnee Mission East TH,Washburn Rural BL,Aff
27,Blue Valley North CT,Shawnee Mission South MJ,Neg
