,Aff,Neg,Win
0,Notre Dame BC,Carrollton School of the Sacred Heart RG,Aff
1,St Andrew's Episcopal AK,Poly Prep Country Day LB,Neg
2,Lexington HW,Damien-St. Lucy's SM,Aff
3,Liberal Arts and Science BF,Rural Independent CN,Aff
4,Galloway DP,McDonogh SP,Aff
5,Glenbrook South BW,Whitney Young BM,Aff
6,Canyon Crest LC,Head-Royce DW,Neg
7,Eastside SC,Alpharetta KB,Neg
8,Maine East GR,Georgetown Day MX,Neg
9,Mamaroneck AG,Carrollton School of the Sacred Heart MG,Aff
10,Berkeley Prep LZ,Pace MG,Aff
11,Montgomery Bell HM,Peninsula LL,Neg
12,Baltimore City PM,Overland Park North Independent PS,Neg
13,NSU BL,Caddo Magnet PM,Aff
14,North Atlanta RC,Bronx Science ZF,Neg
15,Berkeley Prep RV,Glenbrook South KZ,Aff
16,Little Rock Central LW,Greenhill MO,Aff
17,New Trier MP,Winston Churchill MP,Aff
18,Carrollton School of the Sacred Heart JF,Northside  AD,Neg
19,Glenbrook North SY,Woodward TJ,Neg
20,Taipei American HC,Caddo Magnet BA,Aff
21,College Prep AB,Glenbrook South MP,Aff
22,Dallas Highland Park BC,Westwood BA,Neg
23,Little Rock Central TN,Newark Science AO,Neg
24,Westwood SA,Liberal Arts and Science RL,Neg
25,Jesuit HB,Alpharetta IN,Neg
26,Lexington DS,Sonoma YK,Aff
27,Westwood SG,Peninsula DY,Aff
28,Jesuit LR,Georgetown Day RW,Aff
29,New Trier PH,Montgomery Bell LS,Neg
30,Denmark BR,Johns Creek VG,Neg
31,Northview NL,Melissa TN,Aff
32,Head-Royce AP,Niles North CS,Aff
33,Bronx Science GC,Northview BT,Neg
34,Glenbrook North CR,Westminster PL,Aff
35,Mamaroneck MS,Collegiate AS,Aff
36,Caddo Magnet VA,Berkeley Prep NY,Neg
37,Isidore Newman JN,Canyon Crest CS,Aff
38,Westminster VZ,Lexington LM,Neg
39,Eastside HS,Pittsburgh Central Catholic HS,Aff
40,Liberal Arts and Science BS,L C Anderson SW,Neg
41,Georgetown Day DX,Niles North SP,Neg
42,Greenhill CL,Woodward CM,Aff
43,Kenwood SW,Glenbrook North FP,Aff
44,Coppell SJ,Northview TC,Neg
45,Minneapolis South WB,Woodward NP,Aff
46,Greenhill AJ,Glenbrook North CiRi,Aff
47,Decatur RC,Poly Prep Country Day BB,Aff
48,New Trier HW,Notre Dame MD,Neg
49,Notre Dame DN,Pace WE,Aff
50,Mamaroneck FC,Marist CL,Aff
51,Pace KG,Brophy PP,Neg
52,Niles North MK,Alpharetta MM,Aff
53,Montgomery Bell SJ,Baltimore City MW,Aff
54,Westminster HY,Collegiate FK,Aff
55,Taipei American YM,Little Rock Central BG,Neg
