,Aff,Neg,Win
0,Damien-St. Lucy's CM,San Marino PM,Neg
1,Polytechnic TK,Brophy PP,Neg
2,Damien-St. Lucy's KN,OES RL,Aff
3,Head-Royce DW,Polytechnic HG,Aff
4,San Marino PC,Notre Dame DP,Neg
5,New Designs Charter School-University Park CS,Rowland Hall LD,Neg
6,San Marino CJ,Peninsula DY,Neg
7,Notre Dame AM,Rowland Hall SC,Aff
8,Peninsula FL,Rowland Hall UV,Neg
9,Sonoma BD,Peninsula BB,Neg
10,Sonoma YK,Quarry Lane AC,Neg
11,Peninsula PY,Meadows KR,Aff
12,Peninsula LW,Sonoma PM,Aff
13,Sonoma LM,Westlake SB,Aff
14,Quarry Lane AM,Peninsula KX,Neg
15,Lake Balboa DB,Peninsula JS,Neg
16,College Prep JT,Peninsula EW,Neg
17,Peninsula TW,Notre Dame DN,Neg
18,Lake Balboa PG,Meadows GK,Neg
19,CK McClatchy PG,Fort Collins EF,Neg
20,Rowland Hall HG,College Prep AB,Neg
21,Brophy SH,Peninsula KK,Neg
22,Peninsula LiLi,Damien-St. Lucy's IG,Aff
23,Damien-St. Lucy's PP,Meadows KS,Aff
