,Aff,Neg,Win
0,East Valley NH,University SM,Neg
1,La Crosse Central TK,St Mark's School of Texas TK,Neg
2,Garfield TZ,Ghidotti Early CL,Aff
3,Clear Springs SG,Interlake LY,Aff
4,St Mark's School of Texas PT,La Crosse Central FM,Neg
5,Stuyvesant KS,St Mark's School of Texas RD,Aff
6,St Mark's School of Texas HD,Parkrose HG,Neg
7,University HW,East Valley SD,Aff
8,Garfield HS,Lowell DR,Aff
9,Gunn KB,Interlake CS,Neg
10,Garfield BS,Brooklyn Technical RC,Neg
11,OES RL,La Crosse Central LC,Aff
12,Lowell CL,St George's CC,Aff
13,Interlake OW,Brooklyn Technical GS,Neg
14,Lowell CG,Stuyvesant BD,Neg
15,Branson WP,Lowell BS,Neg
