,Aff,Neg,Win
0,Pine Crest MK,Garfield TZ,Neg
1,Westwood BA,St Paul Central UB,Neg
2,Greenhill CL,Quarry Lane CM,Aff
3,Iowa City CL,NSU BL,Aff
4,Sonoma ML,Edina TS,Aff
5,Washburn Rural CR,Notre Dame DP,Aff
6,Greenhill BH,Barstow SH,Aff
7,Leland SL,College Prep BA,Aff
8,Berkeley Prep RG,Peninsula PY,Neg
9,Peninsula LL,Blue Valley Southwest PC,Aff
10,Lowell CL,Sonoma KY,Neg
11,Bronx Science CF,Edina AC,Neg
12,Westminster GS,Shawnee Mission South AZ,Aff
13,Bellarmine  DD,Greenhill AJ,Aff
14,Blue Valley Southwest DT,Berkeley Prep LL,Neg
15,Lincoln Park BS,Munster BW,Aff
16,Carrollton School of the Sacred Heart GM,Winston Churchill MP,Aff
17,St Lucy's Priory GI,Berkeley Prep SS,Aff
18,Northside  AD,Liberal Arts and Science LM,Neg
19,Alpharetta NI,Washburn Rural BH,Aff
20,St Paul Central MC,Northside  GT,Aff
21,Blue Valley North LP,Isidore Newman WA,Aff
22,Glenbrook North WC,Niles North SP,Neg
23,Montgomery Bell SJ,Northview CT,Neg
24,College Prep JG,Wylie E. Groves XC,Aff
25,Newark Science AO,Quarry Lane HG,Aff
26,Liberal Arts and Science LR,Mamaroneck MT,Aff
27,Quarry Lane PS,Isidore Newman JN,Neg
28,Sonoma BS,Pace EW,Neg
29,Whitney Young BM,Peninsula LiLi,Aff
30,Pace GM,Little Rock Central BF,Aff
31,Glenbrook South MP,Damien-St. Lucy's PP,Neg
32,Montgomery Bell PR,Jesuit LR,Aff
33,Georgetown Day MW,Maine East HP,Aff
34,Munster TP,Polytechnic BH,Neg
35,Iowa City RL,BASIS Peoria JG,Neg
36,Mamaroneck CF,Shawnee Mission East PL,Aff
37,New Trier HJ,Liberal Arts and Science BS,Neg
38,Carrollton School of the Sacred Heart BF,New Trier SY,Neg
39,Coppell JS,Washburn Rural CN,Neg
40,Shawnee Mission South MK,Pace GK,Neg
41,Glenbrook North KS,Katy Taylor WW,Aff
42,Little Rock Central LW,Montgomery Bell SL,Neg
43,Johns Creek GV,Peninsula KK,Aff
44,Hawken LK,Niles North CS,Neg
45,Glenbrook South KZ,Montgomery Bell HM,Aff
46,Meadows SK,Pittsburgh Central Catholic HS,Aff
47,Minneapolis South WB,Bellarmine  CG,Aff
48,Notre Dame NP,Peninsula JS,Aff
49,Westwood GK,Bellarmine  OL,Neg
50,McDowell LJ,Jones FR,Neg
51,San Marino CJ,New Trier HW,Neg
52,Walter Payton BR,Washburn Rural CH,Neg
53,Blue Valley North PS,Glenbrook North FP,Neg
54,Pace NS,Taipei American LC,Neg
55,Kenwood BH,Bronx Science CG,Neg
56,Archbishop Mitty MR,New Trier HP,Aff
57,Westwood GS,Kinkaid AK,Aff
58,Garfield WN,Von Steuben GL,Neg
59,Head-Royce AP,Montgomery Bell KF,Aff
60,Interlake OW,San Marino LC,Aff
61,Niles North MK,Taipei American YL,Neg
62,Little Rock Central MK,Munster KW,Neg
63,Berkeley Prep NY,NSU AY,Aff
64,Bellarmine  AQ,Berkeley Prep RV,Neg
65,Damien-St. Lucy's KN,Niles North WC,Aff
66,Park Tudor WX,Edina BL,Neg
67,Pine Crest RR,Walter Payton MD,Aff
68,Notre Dame BC,Alpharetta MM,Neg
69,Montgomery Bell TB,Peninsula BB,Aff
70,Glenbrook North CR,Taipei American CH,Aff
71,Polytechnic TK,Von Steuben ML,Aff
72,Damien-St. Lucy's CM,Little Rock Central BG,Neg
73,Blue Valley North CT,Liberal Arts and Science CK,Neg
74,Kenwood SW,Liberal Arts and Science BF,Neg
75,Jesuit BP,Lowell SB,Neg
76,Bellarmine  RH,Shawnee Mission East HT,Aff
77,Niles West SS,Hawken KZ,Neg
78,Von Steuben LM,Kenwood PW,Neg
79,Carrollton School of the Sacred Heart FJ,Head-Royce DW,Neg
80,Westminster VZ,Brophy PP,Neg
81,Peninsula DY,Goode STEM CH,Aff
82,Lane Tech  JK,Carrollton School of the Sacred Heart RG,Neg
83,Liberal Arts and Science RL,Notre Dame AM,Neg
84,Lane Tech  ZQ,Niles North McKa,Aff
85,Interlake YL,Maine East GR,Neg
86,New Trier MP,Westminster LY,Aff
87,Sonoma MM,Peninsula LW,Aff
88,Maine East JN,Glenbrook North DE,Neg
89,Canyon Crest CS,Little Rock Central WC,Neg
90,Bronx Science EK,Glenbrook South WB,Neg
91,Blue Valley North BK,Olathe North MM,Neg
92,Brophy SH,Berkeley Prep LZ,Neg
93,Interlake SC,Hawken LS,Aff
