,Aff,Neg,Win
0,Quarry Lane AC,Liberal Arts and Science CK,Neg
1,Liberal Arts and Science LM,Damien-St. Lucy's PP,Neg
2,Rowland Hall HG,Quarry Lane HG,Aff
