,Aff,Neg,Win
0,Barstow GH,Shawnee Mission East HT,Aff
1,St Paul Central BM,Little Rock Central BG,Aff
2,Crossings Christian SP,St Paul Central WC,Neg
3,Casady FJ,Lawrence Free State FH,Neg
4,Shawnee Mission South MD,Barstow AR,Neg
5,Olathe North MM,Shawnee Mission South AZ,Aff
6,Edison Prep BB,Shawnee Mission South KC,Aff
7,Little Rock Central LW,Barstow BM,Aff
8,Barstow OS,Meadows GS,Neg
9,Barstow KP,Blue Valley North BN,Neg
10,Maize BR,L C Anderson SW,Neg
11,Shawnee Mission East PL,Blue Valley North CT,Aff
12,Blue Valley Southwest PC,Little Rock Central BF,Aff
13,Washburn Rural BH,Jenks HG,Aff
14,Washburn Rural CR,Maize CL,Aff
15,Shawnee Mission South MJ,Blue Valley North LP,Aff
16,Opus CC,St Paul Central UB,Neg
