,Aff,Neg,Win
0,Peninsula DY,Denmark BR,Neg
1,Rowland Hall HG,Little Rock Central LW,Neg
2,Peninsula LL,Washburn Rural CN,Aff
3,Bellarmine  AQ,Caddo Magnet VA,Aff
4,Dallas Highland Park BC,Sonoma MK,Aff
5,Glenbrook North FP,Alief Taylor CP,Aff
6,Liberal Arts and Science BS,Head-Royce PC,Aff
7,Carrollton School of the Sacred Heart MG,Glenbrook North CL,Neg
8,Georgetown Day RW,Berkeley Prep RZ,Neg
9,Little Rock Central BG,Greenhill AJ,Neg
10,Peninsula KK,Montgomery Bell KF,Aff
11,New Trier HJ,Westwood LU,Aff
12,Winston Churchill MP,Meadows KS,Aff
13,Washburn Rural CR,Winston Churchill LR,Aff
14,Quarry Lane AC,Northview TC,Neg
15,Alief Taylor MV,Montgomery Bell TB,Neg
16,Taipei American YM,Brophy SH,Neg
17,St Mark's School of Texas TK,Taipei American HC,Aff
18,Sonoma MM,Rowland Hall SC,Neg
19,Jesuit BP,Head-Royce AJ,Neg
20,Westwood BA,Coppell SJ,Aff
21,Montgomery Bell SJ,Liberal Arts and Science BF,Neg
22,Berkeley Prep RV,Glenbrook South MP,Aff
23,St Mark's School of Texas JB,Washburn Rural CH,Neg
24,South Eugene GR,Brophy PP,Neg
25,Taipei American YL,Kenwood SW,Aff
26,St Mark's School of Texas PH,Liberal Arts and Science LM,Neg
27,Glenbrook North CR,Little Rock Central TN,Aff
28,Olathe North CF,St Mark's School of Texas GD,Aff
29,Montgomery Bell RP,Newark Science AO,Neg
30,North Lake Early BC,Pace MG,Neg
31,Mamaroneck MP,Glenbrook South BW,Neg
32,Greenhill MO,Liberal Arts and Science LR,Neg
33,Westwood SA,Niles West RK,Aff
34,Peninsula KX,Georgetown Day MT,Aff
35,Dulles CI,Notre Dame CP,Neg
36,Peninsula LW,Jesuit LR,Neg
37,Sonoma LY,Niles West SV,Neg
38,Greenhill CL,Westminster HY,Aff
39,Fort Collins EF,Glenbrook North SY,Aff
40,Pace KG,Notre Dame BD,Aff
41,Montgomery Bell HM,Glenbrook South KZ,Aff
42,Montgomery Bell LS,Ronald Reagan FP,Aff
43,McDonogh SP,Isidore Newman JN,Neg
44,Berkeley Prep NY,Northview LT,Aff
45,Carrollton School of the Sacred Heart RG,Coppell TC,Neg
46,Westminster PL,Iowa City RC,Neg
47,Head-Royce DW,New Trier MP,Aff
48,St Mark's School of Texas LP,Quarry Lane YY,Neg
49,New Trier SW,Bellarmine  DD,Neg
