,Aff,Neg,Win
0,Eagan WW,Newton KN,Neg
1,De Soto SC,Manhattan AS,Neg
2,Blue Valley Southwest DT,Blue Valley North CT,Aff
3,Blue Valley TH,Washburn Rural CN,Neg
4,Washburn Rural BL,Wichita East JS,Aff
5,Eagan SW,Lawrence Free State PH,Neg
6,Shawnee Mission South SB,Barstow TD,Neg
7,Shawnee Mission East BM,Eagan NM,Aff
8,Shawnee Mission East DS,Washburn Rural JK,Neg
9,Blue Valley Northwest JW,Lansing AW,Neg
10,Wichita East GL,Pembroke Hill JT,Neg
11,Blue Valley West VS,Olathe North MM,Aff
12,Blue Valley North PS,Pembroke Hill ZM,Aff
13,Washburn Rural RV,Barstow KP,Aff
14,Manhattan TW,Park Hill South SV,Aff
15,Pembroke Hill BC,Blue Valley North LP,Neg
16,Blue Valley Southwest HK,Shawnee Mission South AZ,Aff
17,Shawnee Mission South KC,Blue Valley North DH,Neg
18,Olathe East DG,Wichita East FS,Aff
19,Shawnee Mission South MJ,Hayden BA,Aff
20,Washburn Rural CR,Blue Valley West BG,Neg
21,Blue Valley Southwest PC,Shawnee Mission East TH,Aff
22,Blue Valley North BK,Wichita East KZ,Aff
23,Blue Valley North NN,Shawnee Mission West WS,Neg
24,Olathe North FC,Shawnee Mission East PL,Aff
25,Lawrence Free State FE,Washburn Rural BH,Neg
26,Shawnee Mission South MM,Lawrence Free State FW,Neg
27,Blue Valley North MM,Pembroke Hill WA,Neg
