,Aff,Neg,Win
0,Canyon Crest CS,Quarry Lane KP,Neg
1,Independant D'Mello KD,Bravo CJ,Neg
2,Canyon Crest LY,Liberal Arts and Science LM,Neg
3,Culver City NR,Damien-St. Lucy's GF,Aff
4,Elizabeth Learning Center EV,Liberal Arts and Science LR,Neg
5,Quarry Lane PS,Huntington Park DS,Neg
6,VHTPA GN,Damien-St. Lucy's PP,Neg
7,Quarry Lane AC,Rowland Hall HG,Neg
8,Canyon Crest LC,ModernBrain QY,Aff
9,Damien-St. Lucy's KN,Quarry Lane AM,Neg
10,Damien-St. Lucy's RS,Quarry Lane HG,Neg
11,Liberal Arts and Science CK,Damien-St. Lucy's JC,Aff
12,Canyon Crest ZZ,ModernBrain PP,Neg
13,Bravo HH,ModernBrain WJ,Aff
14,Elizabeth Learning Center CB,Huntington Park BP,Aff
15,ModernBrain SL,Elizabeth Learning Center MT,Neg
