,Aff,Neg,Win
0,Iowa City RC,Alpharetta IN,Neg
1,Niles North CR,Edina BL,Aff
2,Alpharetta GM,Edison Prep BB,Neg
3,Eagan TN,Iowa City LL,Aff
4,Farmington CN,Niles North CS,Neg
5,West HS SLC JS,Rowland Hall VD,Aff
6,Niles North MK,Maize CL,Aff
7,Westminster PL,Niles North SP,Aff
8,Interlake LY,Branson WP,Aff
9,West HS SLC KA,Northside  AD,Aff
10,Lexington NS,St Paul Central UB,Neg
11,Washington BD,Rowland Hall HG,Neg
12,Lexington KB,Eagan MS,Neg
13,Eagan WS,Rowland Hall UL,Aff
14,Interlake CS,Iowa City HV,Aff
15,Farmington NS,Maine East AJ,Aff
16,Edina TS,Maine East GR,Neg
17,Lexington PS,Westminster VZ,Neg
18,Lexington DS,Northside  GT,Aff
19,Lexington HS,St Paul Central BM,Neg
20,Northside  KP,Minneapolis South WB,Neg
21,Interlake OW,Alpharetta MM,Neg
