,Aff,Neg,Win
0,Georgetown Day DX,Brooklyn Technical GS,Aff
1,Duke Ellington SO,Somerville WC,Aff
2,Lexington NJ,SWW NN,Neg
3,Mamaroneck MK,SWW/Banneker BY,Aff
4,Calvert Hall SW,BASIS DC PS,Aff
5,Georgetown Day KN,Boston Latin LP,Neg
6,Duke Ellington TG,Somerville KM,Aff
7,Brooklyn Technical SH,Baltimore City PM,Neg
8,Lexington XB,CMIT North MG,Aff
9,Georgetown Day MX,Baltimore City MW,Neg
10,Lexington HS,Brooklyn Technical RC,Neg
11,Georgetown Day GT,Sidwell FV,Neg
12,Duke Ellington SA,Unionville KH,Neg
13,Banneker BF,SWW WP,Neg
14,BASIS DC AP,Mamaroneck WR,Aff
15,Newark Science OO,BASIS DC TD,Aff
16,Baltimore City HP,Boston Latin AL,Aff
17,Banneker MP,CMIT North KM,Aff
18,Newark Science AO,Mamaroneck MS,Aff
19,Banneker ST,Eleanor Roosevelt AA,Neg
20,Leon Goldstein CS,Lexington DS,Aff
21,Georgetown Day RW,Brooklyn Technical JL,Neg
22,BASIS DC MC,Fenway HM,Aff
