,Aff,Neg,Win
0,Success Academy HSLA-MANHATTAN LP,Lexington PS,Aff
1,Mamaroneck CF,Northstar Academy HS - Newark MA,Neg
2,Newark Science AO,NSU AY,Aff
3,Willamette LB,Newark Tech MR,Aff
4,Georgetown Day GK,Stuyvesant DE,Aff
5,Stuyvesant FW,Northstar Academy HS - Newark KS,Aff
6,Newark Science OO,Isidore Newman JN,Neg
7,Unionville HK,Georgetown Day MT,Neg
8,Mamaroneck MK,Stuyvesant SP,Aff
9,Georgetown Day KN,Calvert Hall AJ,Aff
10,George Washington PA,Lexington HS,Neg
11,Willamette PB,McDonogh VB,Neg
12,Northstar Academy HS - Newark YQ,Newark Tech OB,Aff
13,Georgetown Day HG,Brooklyn Technical GH,Neg
14,Pittsburgh Central Catholic AH,Northstar Academy HS - Newark AM,Aff
15,George Washington MR,Mamaroneck MS,Aff
16,Stuyvesant WN,Lexington JV,Aff
17,Mamaroneck RW,Calvert Hall HT,Aff
18,Georgetown Day DX,Collegiate AS,Aff
19,College Prep JG,Lexington DS,Aff
20,McDonogh SP,Calvert Hall SW,Neg
21,Mamaroneck GA,Brooklyn Technical GA,Aff
22,Brooklyn Technical CS,Georgetown Day GX,Neg
23,Brooklyn Technical OS,Collegiate FK,Neg
24,Lexington DS,McDonogh OB,Aff
25,Lexington LM,Success Academy HSLA-MANHATTAN WP,Aff
26,Brooklyn Technical RC,McDonogh CM,Aff
27,Mamaroneck AT,Bronx Science AX,Neg
28,Northstar Academy HS - Newark AA,Success Academy HSLA-MANHATTAN AB,Neg
29,Lexington WH,Brooklyn Technical JL,Neg
30,Georgetown Day WR,Bronx Science HP,Aff
31,McDonogh KL,Stuyvesant DV,Neg
32,Mamaroneck MT,Stuyvesant SK,Aff
