,Aff,Neg,Win
0,Eagan TN,Berkeley Prep NY,Neg
1,Edina LA,Baltimore City MW,Neg
2,Tartan HJ,Rosemount AP,Aff
3,Berkeley Prep GN,Eagan MS,Neg
4,Peninsula DK,Canyon Crest ZZ,Aff
5,Mamaroneck WR,Minneapolis South WB,Neg
6,New Trier MP,Berkeley Prep KN,Aff
7,Taipei American YL,Berkeley Prep GS,Aff
8,St Paul Central EB,Ronald Reagan CD,Aff
9,New Trier HJ,St Paul Central UB,Neg
10,Thomas Edison AB,Mamaroneck MS,Neg
11,Head-Royce AP,Eagan HR,Aff
12,Bronx Science GC,Thomas Kelly MG,Aff
13,New Trier HW,St Paul Central BM,Neg
14,Kenwood BH,Rosemount PY,Aff
15,Unionville KH,Bronx Science EK,Neg
16,Berkeley Prep LL,Peninsula LS,Neg
17,Alpharetta KB,Solorio MC,Aff
18,Peninsula JS,Eagan WW,Neg
19,Kenwood SW,Montgomery Bell MM,Neg
20,Lexington DS,Edina AC,Aff
21,Solorio SM,Greenhill MO,Neg
22,Peninsula BY,Iowa City LL,Neg
23,Peninsula PY,Farmington AS,Aff
24,Sonoma PM,Kenwood PW,Aff
25,Rosemount SR,Edina BT,Neg
26,Pace WE,La Crosse Central MF,Aff
27,Rosemount GM,Greenhill CL,Neg
28,Lexington LM,Farmington KN,Aff
29,Taipei American HC,Pace MG,Neg
30,Mamaroneck AG,Alpharetta MM,Aff
31,Tartan PM,Mamaroneck MK,Neg
32,Head-Royce DW,New Trier NH,Aff
33,Rufus King MB,McDonogh SP,Neg
34,Greenhill AJ,St Paul Central WC,Aff
35,St Paul Central NL,Ronald Reagan TR,Neg
36,Peninsula LiLi,Sonoma YK,Aff
37,Greenhill BH,La Crosse Central BK,Aff
38,Farmington CN,Alpharetta IN,Neg
39,Mamaroneck MT,Canyon Crest LC,Aff
40,Lexington HW,Newark Science AO,Neg
41,New Trier CS,Johns Creek VG,Neg
42,Baltimore City HP,Peninsula EW,Neg
43,Peninsula LW,Eagan SW,Aff
44,Wayzata KJ,Bronx Science FC,Neg
45,Edina SK,St Paul Central MC,Neg
