,Aff,Neg,Win
0,Head-Royce DW,Peninsula KX,Neg
1,Notre Dame AM,Quarry Lane AM,Aff
2,College Prep AB,Quarry Lane AC,Aff
3,Damien-St. Lucy's PP,Peninsula KK,Aff
