,Aff,Neg,Win
0,Newark Science AO,Brooklyn Technical SG,Aff
1,BASIS DC AP,Brooklyn Technical RC,Aff
2,Georgetown Day DX,Fenway MH,Aff
3,Brooklyn Technical JL,Newark Science OO,Aff
4,BASIS DC CM,Mamaroneck MS,Neg
5,Sidwell FV,Georgetown Day WR,Neg
6,Calvert Hall SW,Georgetown Day MX,Neg
