,Aff,Neg,Win
0,Liberal Arts and Science BF,Kenwood SW,Aff
1,Hawken KZ,Whitney Young SW,Neg
2,Northside  WP,Pace KG,Neg
3,Northside  DT,Whitney Young SP,Neg
4,Berkeley Prep LL,Liberal Arts and Science VA,Aff
5,Berkeley Prep RG,University OM,Neg
6,Niles North KM,Glenbrook South PB,Neg
7,Berkeley Prep NY,Niles North ChSh,Aff
8,Solorio VC,Kenwood PW,Aff
9,Solon GH,Iowa City LL,Aff
10,Niles North CS,Montgomery Bell LS,Aff
11,Berkeley Prep LZ,Whitney Young BM,Neg
12,Glenbrook North SY,New Trier PH,Neg
13,Carrollton School of the Sacred Heart RG,Northside  AD,Neg
14,Solorio MC,Lane Tech  KS,Aff
15,Solon CN,Maine East AJ,Aff
16,Mamaroneck MP,Liberal Arts and Science LR,Aff
17,Northside  OS,Westminster HY,Neg
18,St Ignatius GG,Lane Tech  GS,Aff
19,Okemos DT,New Trier AS,Aff
20,Glenbrook South KZ,Glenbrook North CR,Neg
21,Univ Of Chicago Lab LL,Glenbrook South MM,Aff
22,Montgomery Bell SJ,Mamaroneck MT,Neg
23,New Trier MP,Montgomery Bell RP,Aff
24,Cathryn Gorman Independent CG,Hawken LS,Neg
25,Carrollton School of the Sacred Heart MG,Lane Tech  CJ,Aff
26,Pine Crest RR,New Trier SW,Neg
27,Westminster VZ,Minneapolis South WB,Neg
28,Niles North HD,Lane Tech  ZQ,Neg
29,Niles West VK,St Ignatius FK,Aff
30,Maine East GR,Wylie E. Groves XC,Neg
31,Herbert Henry Dow CC,Green Canyon OZ,Neg
32,Montgomery Bell RF,Glenbrook North WK,Neg
33,Mamaroneck AG,Denmark Independent BL,Neg
34,Barstow SH,Liberal Arts and Science LiRa,Aff
35,Northside  AV,Opus CC,Neg
36,Glenbrook North CL,Niles West SS,Aff
37,Mamaroneck FC,Woodward CM,Aff
38,New Trier PY,Woodward AH,Neg
39,Barstow BM,Northview TN,Neg
40,Glenbrook South CF,New Trier HY,Neg
41,Univ Of Chicago Lab SJ,Lane Tech  RN,Aff
42,Kenwood BH,Walter Payton BR,Neg
43,Carrollton School of the Sacred Heart JF,Glenbrook North FP,Aff
44,Kenwood TW,New Trier CT,Neg
45,Niles West RK,Avery Coonley FB,Neg
46,Johns Creek VG,Woodward NP,Neg
47,Berkeley Prep RV,Northview TC,Aff
48,McDonogh SP,Niles North GW,Aff
49,Iowa City CV,New Trier ArSh,Neg
50,Liberal Arts and Science CK,Montgomery Bell TB,Neg
51,Berkeley Prep SS,Northside  GL,Aff
52,Northside  GT,Glenbrook North CiRi,Neg
53,New Trier HJ,Hawken LK,Neg
