,Aff,Neg,Win
0,Wylie E. Groves XC,Pittsburgh Central Catholic AH,Aff
1,Walter Payton BS,Iowa City CL,Aff
2,Niles North GW,Glenbrook South MP,Neg
3,New Trier SW,Glenbrook North CR,Aff
4,Glenbrook South BW,New Trier HJ,Aff
5,Northside  CX,Glenbrook South KZ,Neg
6,New Trier MP,Edina AC,Aff
7,Northside  GT,Glenbrook North FP,Aff
8,Northside  AD,Lane Tech  ZQ,Neg
9,Glenbrook South MM,Whitney Young SP,Aff
