,Aff,Neg,Win
0,Northstar Academy HS - Newark KS,Pittsburgh Central Catholic AH,Aff
1,McDonogh SP,Lexington DS,Neg
2,Newark Science AO,Georgetown Day GK,Aff
3,Lexington JV,McDonogh CM,Aff
4,Willamette PB,Georgetown Day KN,Neg
5,Georgetown Day GX,Success Academy HSLA-MANHATTAN WP,Neg
6,McDonogh VB,Brooklyn Technical GA,Neg
7,Mamaroneck AT,Newark Tech BO,Neg
8,Lexington LM,George Washington MR,Aff
9,Calvert Hall HT,Bronx Science HP,Aff
10,Lexington HW,Mamaroneck MT,Neg
11,Georgetown Day DX,Brooklyn Technical RC,Aff
12,Stuyvesant SP,Mamaroneck WR,Aff
13,Mamaroneck AG,Brooklyn Technical GH,Aff
14,Stuyvesant DE,Newark Tech MR,Aff
15,Northstar Academy HS - Newark QY,McDonogh KL,Aff
16,Isidore Newman JN,NSU AY,Aff
17,Georgetown Day HG,Brooklyn Technical OS,Aff
18,Lexington DS,Calvert Hall AJ,Neg
19,McDonogh OB,Success Academy HSLA-MANHATTAN LP,Neg
20,George Washington PA,Northstar Academy HS - Newark AM,Aff
21,Brooklyn Technical JL,Georgetown Day MT,Neg
22,Stuyvesant FW,Northstar Academy HS - Newark AA,Aff
23,Willamette LB,Northstar Academy HS - Newark MA,Neg
24,College Prep JG,Success Academy HSLA-MANHATTAN AB,Aff
25,Calvert Hall SW,Mamaroneck MK,Aff
26,Stuyvesant NW,Mamaroneck MS,Neg
27,Newark Science OO,Collegiate FK,Aff
28,Mamaroneck FC,Stuyvesant DV,Aff
29,Unionville KH,Collegiate AS,Neg
30,Lexington HS,Georgetown Day RW,Neg
31,Brooklyn Technical CS,Stuyvesant KS,Neg
