,Aff,Neg,Win
0,McDonogh SP,Minneapolis South WB,Aff
1,Peninsula DK,Alpharetta MM,Aff
2,Newark Science AO,Alpharetta KB,Aff
3,Lexington HW,St Paul Central UB,Neg
4,Greenhill MO,Mamaroneck MT,Neg
5,Sonoma YK,Mamaroneck AG,Neg
6,Head-Royce DW,Johns Creek VG,Neg
