,Aff,Neg,Win
0,L C Anderson SW,Dallas Highland Park CB,Aff
1,Westwood GK,Coppell JS,Neg
2,Jesuit LR,Liberal Arts and Science BF,Neg
3,Damien-St. Lucy's PP,Liberal Arts and Science LM,Neg
