,Aff,Neg,Win
0,Sharks Independent SW,Woodward JN,Neg
1,New Trier SY,Sacred Heart Cathedral Prep CB,Aff
2,Westminster HY,Lowell CL,Neg
3,Sharks Independent OW,New Trier MP,Neg
4,Sidwell Independent VF,Central HS Springfield SS,Neg
5,Wylie E. Groves XC,Galloway DP,Aff
6,Quarry Lane HG,New Trier HJ,Neg
7,Woodward CP,Opus CC,Aff
8,University OM,VHTPA MH,Aff
